CURVE,X,Y
386,170,99.1
386,180,103.1
386,190,106.5
386,200,109.6
386,210,112.5
386,220,115.2
386,230,117.7
386,240,119.9
386,250,122
386,260,123.8
386,270,125.4
386,280,126.9
386,290,128.2
296,99,0
296,100,62
296,110,70.1
296,120,77.4
296,130,83.5
296,140,89.1
296,150,94.6
296,160,99.8
296,170,104.4
296,180,108.4
296,190,112
296,200,115.3
296,210,118.4
296,220,121.1
296,230,123.7
296,240,126
296,250,128.1
296,260,130
296,270,131.7
296,280,133.2
296,290,134.5
367,99,0
367,100,109.1
367,110,123.9
367,120,137.1
367,130,148.4
367,140,158.3
367,150,167.9
367,160,177.4
367,170,185.9
367,180,193.4
367,190,199.8
367,200,205.6
367,210,211.1
367,220,216.2
367,230,220.8
367,240,225
367,250,228.9
367,260,232.3
367,270,235.3
367,280,238.1
367,290,240.5
370,99,0
370,100,170.7
370,110,193.8
370,120,214.5
370,130,232.1
370,140,247.7
370,150,262.8
370,160,277.3
370,170,290.9
370,180,302.4
370,190,312.5
370,200,322
370,210,330.2
370,220,338.2
370,230,345.6
370,240,351.9
370,250,358
370,260,363.3
370,270,368.2
370,280,372.6
370,290,376.2
272,99,0
